[000:02:52;21] . 
[000:45:55;04] TOGETHER IN ORDER TO BEGIN 
[000:45:56;06] WORKING ON THAT AS A MUTUAL 
[000:45:58;10] GOAL, AND WE'VE GOT TO GET GUNS
[000:46:00;10] OUT OF THE HANDS OF PEOPLE WHO 
[000:46:02;12] SHOULD NOT HAVE THEM.
[000:46:04;15] THE GUN EPIDEMIC IS THE LEADING
[000:46:06;13] CAUSE OF DEATH OF YOUNG 
[000:46:08;19] AFRICAN-AMERICAN MEN, MORE THAN
[000:46:10;15] THE NEXT NINE CAUSES PUT 
[000:46:12;17] TOGETHER.
[000:46:13;00] SO WE HAVE TO DO TWO THINGS, AS
[000:46:14;24] I SAID: WE HAVE TO RESTORE 
[000:46:17;20] TRUST, WE HAVE TO WORK WITH THE
[000:46:18;20] POLICE, WE HAVE TO MAKE SURE 
[000:46:20;20] THEY RESPECT THE COMMUNITIES 
[000:46:21;28] AND THE COMMUNITIES RESPECT 
[000:46:22;24] THEM, AND WE HAVE TO TACKLE THE
[000:46:24;21] PLAGUE OF GUN VIOLENCE WHICH 
[000:46:25;25] IS A BIG CONTRIBUTOR TO A LOT 
[000:46:27;00] OF THE PROBLEMS THAT WE'RE 
[000:46:27;28] SEEING TODAY. 
[000:46:28;26] LESTER HOLT:  MR. TRUMP, YOU 
[000:46:29;26] HAVE TWO MINUTES.
[000:46:30;23] HOW DO YOU HEAL THE DIVIDE? 
[000:46:33;02] DONALD TRUMP: FIRST OF ALL, 
[000:46:34;29] SECRETARY CLINTON DOESN'T WANT 
[000:46:36;01] TO USE A COUPLE OF WORDS, AND 
[000:46:37;29] THAT'S "LAW" AND "ORDER."  
[000:46:41;05] WE NEED LAW AND ORDER.
[000:46:42;05] IF WE DON'T HAVE IT, WE'RE NOT 
[000:46:43;07] GOING TO HAVE A COUNTRY, AND 
[000:46:44;07] WHEN I LOOK AT WHAT'S GOING ON 
[000:46:46;09] IN CHARLOTTE A CITY I LOVE, A 
[000:46:51;06] CITY WHERE I HAVE INVESTMENTS, 
[000:46:52;05] WHEN I LOOK AT WHAT'S GOING ON 
[000:46:53;09] THROUGHOUT VARIOUS PARTS OF OUR
[000:46:55;05] COUNTRY -- I CAN KEEP NAMING 
[000:46:56;15] THEM ALL DAY LONG.
[000:46:58;07] WE NEED LAW AND ORDER IN OUR 
[000:46:59;10] COUNTRY.
[000:46:59;22] AND I JUST GOT TODAY THE -- AS 
[000:47:01;23] YOU KNOW, THE ENDORSEMENT OF 
[000:47:03;17] THE FRATERNAL ORDER OF POLICE.
[000:47:08;17] WHICH JUST CAME IN.
[000:47:10;12] WE HAVE ENDORSEMENTS FROM I 
[000:47:11;25] THINK ALMOST EVERY POLICE 
[000:47:12;21] GROUP, VERY -- A LARGE 
[000:47:14;15] PERCENTAGE OF THEM IN THE 
[000:47:16;17] UNITED STATES.
[000:47:17;02] WE HAVE A SITUATION WHERE WE 
[000:47:19;18] HAVE OUR INNER CITIES, 
[000:47:22;22] AFRICAN-AMERICANS, HISPANICS, 
[000:47:24;24] ARE LIVING IN HELL BECAUSE IT'S
[000:47:26;29] SO DANGEROUS.
[000:47:27;25] YOU WALK DOWN THE STREET, YOU 
[000:47:29;29] GET SHOT.
[000:47:31;24] IN CHICAGO THEY'VE HAD 
[000:47:36;01] THOUSANDS OF SHOOTINGS, 
[000:47:38;27] THOUSANDS, SINCE JANUARY 1ST.
[000:47:41;03] THOUSANDS OF SHOOTINGS.
[000:47:42;28] I SAY, WHERE IS THIS? 
[000:47:45;03] IS THIS A WAR-TORN COUNTRY? 
[000:47:46;11] WHAT ARE WE DOING? 
[000:47:47;03] AND WE HAVE TO STOP THE 
[000:47:49;01] VIOLENCE.
[000:47:49;14] WE HAVE TO BRING BACK LAW AND 
[000:47:50;08] ORDER.
[000:47:50;19] IN A PLACE LIKE CHICAGO WHERE 
[000:47:52;04] THOUSANDS OF PEOPLE HAVE BEEN 
[000:47:53;03] KILLED.
[000:47:53;15] THOUSANDS OVER THE LAST NUMBER 
[000:47:55;07] OF YEARS.
[000:47:56;09] IN FACT, ALMOST 4,000 HAVE BEEN
[000:47:58;09] KILLED SINCE BARACK OBAMA 
[000:48:00;06] BECAME PRESIDENT.
[000:48:02;06] OVER FOUR -- ALMOST 4,000 
[000:48:04;10] PEOPLE IN CHICAGO HAVE BEEN 
[000:48:05;09] KILLED.
[000:48:05;21] WE HAVE TO BRING BACK LAW AND 
[000:48:07;09] ORDER.
[000:48:07;20] NOW, WHETHER OR NOT IN A PLACE 
[000:48:08;15] LIKE CHICAGO YOU DO STOP AND 
[000:48:10;14] FRISK, WHICH WORKED VERY WELL.
[000:48:12;13] MAYOR GIULIANI IS HERE.
[000:48:14;15] IT WORKED VERY WELL IN NEW 
[000:48:15;16] YORK.
[000:48:15;27] IT BROUGHT THE CRIME RATE WAY 
[000:48:17;15] DOWN.
[000:48:17;26] BUT YOU TAKE THE GUN AWAY FROM 
[000:48:19;20] CRIMINALS THAT SHOULDN'T BE 
[000:48:20;22] HAVING IT.
[000:48:21;19] WE HAVE TO GANGS ROAMING THE 
[000:48:22;23] STREETS.
[000:48:23;16] AND IN MANY CASES, THEY'RE 
[000:48:24;24] ILLEGALLY HERE.
[000:48:25;19] THEY'RE ILLEGAL IMMIGRANTS.
[000:48:27;16] AND THEY HAVE GUNS AND THEY 
[000:48:28;19] SHOOT PEOPLE.
[000:48:29;04] AND WE HAVE TO BE VERY STRONG.
[000:48:30;21] AND WE HAVE TO BE VERY 
[000:48:32;19] VIGILANT.
[000:48:33;02] WE HAVE TO BE -- WE HAVE TO 
[000:48:34;18] KNOW WHAT WE'RE DOING.
[000:48:35;18] RIGHT NOW, OUR POLICE, IN MANY 
[000:48:38;18] CASES, ARE AFRAID TO DO 
[000:48:40;21] ANYTHING.
[000:48:41;04] WE HAVE TO PROTECT OUR INNER 
[000:48:42;21] CITIES BECAUSE 
[000:48:43;26] AFRICAN-AMERICAN COMMUNITIES 
[000:48:45;22] ARE BEING DECIMATED BY CRIME.
[000:48:49;00] YOUR TWO MINUTES HAVE EXPIRED 
[000:48:50;04] BUT I DO WANT TO FOLLOW UP.
[000:48:51;28] STOP AND FRISK WAS RULED 
[000:48:53;28] UNCONSTITUTIONAL IN NEW YORK 
[000:48:54;21] BECAUSE IT LARGELY SINGLED OUT 
[000:48:57;01] BLACK AND HISPANIC YOUNG MEN. 
[000:48:59;07] DONALD TRUMP: NO YOU'RE WRONG.
[000:49:01;07] IT WENT BEFORE A JUDGE, WHO WAS
[000:49:04;07] A VERY AGAINST POLICE JOB.
[000:49:09;08] IT WAS TAKEN AWAY FROM HER, AND
[000:49:10;12] OUR MAYOR, OUR NEW MAYOR 
[000:49:12;10] REFUSED TO GO FORWARD WITH THE 
[000:49:13;17] CASE.
[000:49:13;28] THEY WOULD HAVE WON ON APPEAL.
[000:49:15;14] IF YOU LOOKED AT IT THROUGHOUT 
[000:49:16;21] THE COUNTRY THERE ARE MANY 
[000:49:19;12] PLACES. 
[000:49:19;24] LESTER HOLT:  THE ARGUMENT IS 
[000:49:21;15] IT'S A FORM OF RACIAL PROFILE. 
[000:49:23;16] DONALD TRUMP: NO THE ARGUMENT 
[000:49:24;19] IS WE HAVE TO TAKE THE GUNS 
[000:49:26;16] AWAY FROM PEOPLE THAT ARE BAD 
[000:49:27;16] PEOPLE THAT SHOULDN'T HAVE 
[000:49:29;13] THEM.
[000:49:29;24] THESE ARE FELONS AND THESE ARE 
[000:49:30;24] BAD PEOPLE -- WHEN YOU HAVE 
[000:49:32;15] 3,000 SHOOTINGS IN CHICAGO FROM
[000:49:34;21] JANUARY 1ST, WHEN YOU HAVE 
[000:49:37;15] 4,000 PEOPLE KILLED IN CHICAGO 
[000:49:40;17] BY GUNS FROM THE BEGINNING OF 
[000:49:42;00] THE PRESIDENCY OF BARACK OBAMA,
[000:49:43;24] HIS HOME TOWN YOU HAVE TO HAVE
[000:49:47;02] STOP AND FRISK.
[000:49:47;25] YOU NEED MORE POLICE.
[000:49:49;24] YOU NEED A BETTER COMMUNITY, 
[000:49:52;28] YOU KNOW RELATION.
[000:49:54;23] YOU DON'T HAVE GOOD COMMUNITY 
[000:49:55;16] RELATIONS IN CHICAGO.
[000:49:57;25] IT'S TERRIBLE.
[000:49:58;10] I HAVE PROPERTY THERE.
[000:49:59;02] IT'S TERRIBLE WHAT'S GOING ON 
[000:50:00;08] IN CHICAGO.
[000:50:01;00] BUT WHEN YOU LOOK -- AND 
[000:50:02;04] CHICAGO IS NOT THE ONLY ONE.
[000:50:04;26] YOU GO TO FERGUSON.
[000:50:05;26] YOU GO TO SO MANY DIFFERENT 
[000:50:06;27] PLACES.
[000:50:07;09] YOU NEED BETTER RELATIONSHIPS.
[000:50:08;06] I AGREE WITH SECRETARY CLINTON 
[000:50:09;27] ON THIS.
[000:50:10;09] YOU NEED BETTER RELATIONSHIPS 
[000:50:11;13] BETWEEN THE COMMUNITIES AND THE
[000:50:12;08] POLICE BECAUSE IN SOME CASES 
[000:50:13;29] IT'S NOT GOOD.
[000:50:14;14] BUT YOU LOOK AT DALLAS WHERE 
[000:50:16;04] THE RELATIONSHIPS WERE REALLY 
[000:50:18;00] STUDIED.
[000:50:18;12] THE RELATIONSHIPS WERE REALLY A
[000:50:21;07] BEAUTIFUL THING.
[000:50:23;01] AND THEN FIVE POLICE OFFICERS 
[000:50:25;03] WERE KILLED.
[000:50:26;09] ONE NIGHT VERY VIOLENTLY.
[000:50:29;09] SO THERE'S SOME BAD THINGS 
[000:50:30;09] GOING ON SOME REALLY BAD 
[000:50:32;04] THINGS.
[000:50:32;16] BUT WE NEED -- LESTER, WE NEED 
[000:50:34;12] LAW AND ORDER AND WE NEED LAW 
[000:50:36;09] AND ORDER IN THE INNER CITIES 
[000:50:38;05] BECAUSE THE PEOPLE THAT ARE 
[000:50:39;13] MOST AFFECTED BY WHAT'S 
[000:50:42;12] HAPPENING ARE AFRICAN-AMERICAN 
[000:50:43;06] AND HISPANIC PEOPLE AND IT'S 
[000:50:45;11] VERY UNFAIR TO THEM WHAT OUR 
[000:50:47;12] POLITICIANS ARE ALLOWING TO 
[000:50:50;09] HAPPEN. 
[000:50:50;21] LESTER HOLT:  SECRETARY 
[000:50:51;14] CLINTON. 
[000:50:51;27] HILLARY CLINTON: WELL, I'VE 
[000:50:53;13] HEARD DONALD SAY THIS AT HIS 
[000:50:59;13] RALLIES, AND IT'S REALLY 
[000:51:06;12] UNFORTUNATE THAT HE'D PAINT 
[000:51:07;20] SUCH A DIRE NEGATIVE PICTURE OF
[000:51:08;14] BLACK COMMUNITIES IN OUR 
[000:51:09;05] COUNTRY.
[000:51:09;17] YOU KNOW, THE VIBRANCY OF THE 
[000:51:10;11] BLACK CHURCH, THE BLACK 
[000:51:12;18] BUSINESSES THAT EMPLOY SO MANY 
[000:51:14;17] PEOPLE, THE OPPORTUNITIES THAT 
[000:51:15;26] SO MANY FAMILIES ARE WORKING TO
[000:51:17;22] PROVIDE FOR THEIR KIDS THERE'S
[000:51:21;24] A LOT THAT WE SHOULD BE PROUD 
[000:51:23;20] OF AND WE SHOULD BE SUPPORTING 
[000:51:24;26] AND LIFTING UP.
[000:51:27;21] BUT WE DO ALWAYS HAVE TO MAKE 
[000:51:29;21] SURE THAT WE KEEP PEOPLE SAFE.
[000:51:30;28] THERE ARE THE RIGHT WAYS OF 
[000:51:32;03] DOING IT AND THEN THERE ARE 
[000:51:39;06] WAYS THAT ARE INEFFECTIVE.
[000:51:39;27] STOP AND FRISK WAS FOUND TO BE 
[000:51:40;21] UNCONSTITUTIONAL.
[000:51:41;08] AND, IN PART, BECAUSE IT WAS 
[000:51:42;01] INEFFECTIVE. AND THEN THERE ARE 
[000:51:42;25] WAYS
[000:51:43;05] IT DID NOT DO WHAT IT NEEDED TO
[000:51:44;27] DO.
[000:51:45;25] NOW, I BELIEVE IN COMMUNITY 
[000:51:46;28] POLICING.
[000:51:47;26] AND, IN FACT VIOLENT CRIME IS 
[000:51:49;04] ONE HALF OF WHAT IT WAS IN 
[000:51:51;28] 1991.
[000:51:52;28] PROPERTY CRIME IS DOWN 40%.
[000:51:55;28] WE JUST DON'T WANT TO SEE IT 
[000:51:58;01] CREEP BACK UP.
[000:51:59;04] WE'VE HAD 25 YEARS OF VERY GOOD
[000:52:04;06] COOPERATION, BUT THERE WERE 
[000:52:05;15] SOME PROBLEMS, SOME UNINTENDED 
[000:52:09;11] CONSEQUENCES.
[000:52:09;26] TOO MANY YOUNG 
[000:52:10;17] AFRICAN-AMERICANS AND LATINO 
[000:52:11;16] MEN ENDED UP IN JAIL FOR 
[000:52:15;12] NON-VIOLENT OFFENSES AND IT'S 
[000:52:16;19] JUST A FACT THAT IF YOU'RE A 
[000:52:19;15] YOUNG AFRICAN-AMERICAN MAN AND 
[000:52:20;17] YOU DO THE SAME THING AS A 
[000:52:21;19] YOUNG WHITE MAN, YOU ARE MORE 
[000:52:23;15] LIKELY TO BE ARRESTED, CHARGED,
[000:52:26;15] CONVICTED, AND INCARCERATED.
[000:52:29;22] SO WE'VE GOT TO ADDRESS THE 
[000:52:31;21] SYSTEMIC RACISM IN OUR CRIMINAL
[000:52:34;26] JUSTICE SYSTEM.
[000:52:35;19] WE CANNOT JUST SAY "LAW AND 
[000:52:37;22] ORDER."  
[000:52:38;23] WE HAVE TO SAY -- WE HAVE TO 
[000:52:40;00] COME FORWARD WITH A PLAN THAT 
[000:52:42;25] IS GOING TO DIVERT PEOPLE FROM 
[000:52:45;01] THE CRIMINAL JUSTICE SYSTEM, 
[000:52:48;10] DEAL WITH MANDATORY MINIMUM 
[000:52:50;01] SENTENCES WHICH HAVE PUT TOO 
[000:52:51;03] MANY PEOPLE AWAY FOR TOO LONG 
[000:52:53;01] FOR DOING TOO LITTLE.
[000:52:54;26] WE NEED TO HAVE MORE 
[000:52:56;00] SECOND-CHANCE PROGRAMS.
[000:52:57;02] I'M GLAD THAT WE'RE ENDING 
[000:52:59;01] PRIVATE PRISONS IN THE FEDERAL 
[000:53:00;10] SYSTEM.
[000:53:00;28] I WANT TO SEE THEM ENDED IN THE
[000:53:02;05] STATE SYSTEM.
[000:53:02;28] YOU SHOULDN'T HAVE A PROFIT 
[000:53:03;29] MOTIVATION TO FILL PRISON CELLS
[000:53:05;29] WITH YOUNG AMERICANS.
[000:53:08;01] SO THERE ARE SOME POSITIVE WAYS
[000:53:10;01] WE CAN WORK ON THIS, AND I 
[000:53:13;03] BELIEVE STRONGLY THAT COMMON 
[000:53:16;07] SENSE GUN SAFETY MEASURES WOULD
[000:53:18;05] ASSIST US.
[000:53:19;02] RIGHT NOW -- AND THIS IS 
[000:53:20;08] SOMETHING DONALD HAS SUPPORTED
[000:53:22;08] ALONG WITH THE GUN 
[000:53:24;03] LOBBY -- RIGHT NOW, WE'VE GOT 
[000:53:26;10] TOO MANY MILITARY STYLE WEAPONS
[000:53:29;02] ON THE STREETS.
[000:53:30;05] IN A LOT OF PLACES, OUR POLICE 
[000:53:33;05] ARE OUT-GUNNED.
[000:53:34;11] WE NEED COMPREHENSIVE 
[000:53:35;13] BACKGROUND CHECKS, AND WE NEED 
[000:53:36;14] TO KEEP GUNS OUT OF THE HANDS 
[000:53:38;15] OF THOSE WHO WILL DO HARM, AND 
[000:53:40;13] WE FINALLY NEED TO PASS A 
[000:53:42;13] PROHIBITION ON ANYONE WHO'S ON 
[000:53:44;13] THE TERRORIST WATCH LIST FROM 
[000:53:45;22] BEING ABLE TO BUY A GUN IN OUR 
[000:53:47;12] COUNTRY.
[000:53:48;08] IF YOU'RE TOO DANGEROUS TO FLY,
[000:53:49;13] YOU ARE TOO DANGEROUS TO BUY A 
[000:53:51;13] GUN.
[000:53:51;23] SO THERE ARE THINGS WE CAN DO, 
[000:53:53;10] AND WE OUGHT TO DO IT IN A 
[000:53:55;09] BIPARTISAN WAY. 
[000:53:55;25] LESTER HOLT:  SECRETARY 
[000:53:56;18] CLINTON, LAST WEEK, YOU SAID 
[000:53:57;17] WE'VE GOT TO DO EVERYTHING 
[000:53:58;18] POSSIBLE TO IMPROVE POLICING TO
[000:54:00;11] GO RIGHT AT IMPLICIT BIAS.
[000:54:02;13] DO YOU BELIEVE THAT POLICE ARE 
[000:54:04;10] IMPLICITLY BIASED AGAINST BLACK
[000:54:06;10] PEOPLE? 
[000:54:06;22] HILLARY CLINTON: LESTER, I 
[000:54:07;16] THINK IMPLICIT BIAS IS A 
[000:54:09;13] PROBLEM FOR EVERYONE, NOT JUST 
[000:54:11;15] POLICE.
[000:54:11;27] I THINK UNFORTUNATELY, TOO MANY
[000:54:12;24] OF US IN OUR GREAT COUNTRY JUMP
[000:54:18;18] TO CONCLUSIONS ABOUT EACH 
[000:54:20;15] OTHER.
[000:54:20;26] AND, THEREFORE, I THINK WE NEED
[000:54:22;18] ALL OF US TO BE ASKING HARD 
[000:54:24;16] QUESTIONS ABOUT, YOU KNOW, WHY 
[000:54:26;19] AM I FEELING THIS WAY? 
[000:54:27;18] BUT WHEN IT COMES TO POLICING 
[000:54:29;16] SINCE IT CAN HAVE LITERALLY, 
[000:54:32;25] FATAL CONSEQUENCES, I HAVE SAID
[000:54:34;21] IN MY FIRST BUDGET, WE WOULD 
[000:54:35;28] PUT MONEY INTO THAT BUDGET TO 
[000:54:38;28] HELP US DEAL WITH IMPLICIT BIAS
[000:54:42;02] BY RETRAINING A LOT OF OUR 
[000:54:43;25] POLICE OFFICERS.
[000:54:44;11] I'VE MET WITH A GROUP OF VERY 
[000:54:46;28] DISTINGUISHED, EXPERIENCED 
[000:54:47;21] POLICE CHIEFS A FEW WEEKS AGO.
[000:54:48;28] THEY ADMIT IT'S AN ISSUE.
[000:54:50;29] THEY'VE GOT A LOT OF CONCERNS.
[000:54:52;08] MENTAL HEALTH IS ONE OF THE 
[000:54:53;04] BIGGEST CONCERNS, BECAUSE NOW 
[000:54:56;00] POLICE ARE HAVING TO HANDLE A 
[000:54:58;01] LOT OF REALLY DIFFICULT MENTAL 
[000:54:59;06] HEALTH PROBLEMS ON THE STREET.
[000:55:00;28] THEY WANT SUPPORT.
[000:55:01;28] THEY WANT MORE TRAINING.
[000:55:03;05] THEY WANT MORE ASSISTANCE.
[000:55:04;29] AND I THINK THE FEDERAL 
[000:55:06;04] GOVERNMENT COULD BE IN A 
[000:55:07;03] POSITION WHERE WE WOULD OFFER 
[000:55:08;13] AND PROVIDE THAT.
[000:55:11;03] DONALD TRUMP: I'D LIKE TO 
[000:55:12;05] RESPOND.
[000:55:13;04] FIRST OF ALL I AGREE, AND A 
[000:55:15;07] LOT OF PEOPLE EVEN WITHIN MY 
[000:55:16;13] OWN PARTY WANT TO GIVE CERTAIN 
[000:55:18;07] RIGHTS TO PEOPLE ON WATCH LISTS
[000:55:19;09] AND NO-FLY LISTS.
[000:55:21;12] I AGREE WITH YOU.
[000:55:22;09] WHEN A PERSON IS ON A WATCH 
[000:55:23;14] LIST OR A NO-FLY LIST AND I 
[000:55:26;15] HAVE THE ENDORSEMENT OF THE 
[000:55:29;09] N.R.A., WHICH I'M VERY PROUD 
[000:55:30;10] OF.
[000:55:30;20] THESE ARE VERY GOOD PEOPLE AND 
[000:55:31;17] THEY ARE PROTECTING THE SECOND 
[000:55:33;09] AMENDMENT, BUT I THINK WE HAVE 
[000:55:34;03] TO LOOK VERY STRONGLY AT NO-FLY
[000:55:35;13] LISTS AND WATCH LISTS AND WHEN 
[000:55:37;10] PEOPLE ARE ON THERE, EVEN IF 
[000:55:38;14] THEY SHOULDN'T BE ON THERE, 
[000:55:39;15] WE'LL HELP THEM, WE'LL HELP 
[000:55:41;14] THEM LEGALLY GET OFF, BUT I 
[000:55:42;16] TEND TO AGREE WITH THAT, QUITE 
[000:55:45;13] STRONGLY.
[000:55:45;26] I DO WANT TO BRING UP THE FACT 
[000:55:47;13] THAT YOU WERE THE ONE THAT 
[000:55:48;05] BROUGHT UP THE WORD "SUPER 
[000:55:51;18] PREDATOR" ABOUT YOUNG, BLACK 
[000:55:52;23] YOUTH AND THAT'S A TERM THAT I 
[000:55:54;20] THINK WAS A TERM THAT'S BEEN 
[000:55:56;22] HORRIBLY MET AS YOU KNOW AND 
[000:55:58;22] I THINK YOU'VE APOLOGIZED FOR 
[000:55:59;22] IT, BUT I THINK IT WAS A 
[000:56:00;24] TERRIBLE THING TO SAY.
[000:56:01;26] AND WHEN IT COMES TO STOP AND 
[000:56:05;23] FRISK, YOU'RE TALKING ABOUT 
[000:56:06;15] TAKING GUNS AWAY.
[000:56:07;23] I'M TALKING ABOUT TAKING GUNS 
[000:56:08;25] AWAY FROM GANGS AND PEOPLE THAT
[000:56:10;01] USE THEM AND I DON'T THINK -- I
[000:56:11;25] REALLY DON'T THINK YOU DISAGREE
[000:56:12;29] WITH ME ON THIS, IF YOU WANT TO
[000:56:14;04] KNOW THE TRUTH.
[000:56:15;00] I THINK MAYBE THERE'S A 
[000:56:22;07] POLITICAL REASON WHY YOU CAN'T 
[000:56:23;01] SAY IT, BUT I REALLY DON'T 
[000:56:23;23] BELIEVE.
[000:56:24;05] IN NEW YORK CITY, STOP AND 
[000:56:24;27] FRISK -- WE HAD 2200 MURDERS 
[000:56:25;20] AND STOP AND FRISK THERE'S A 
[000:56:26;14] POLITICAL REASON WHY BROUGHT IT 
[000:56:27;11] DOWN TO 500 MURDERS.
[000:56:28;02] 500 MURDERS IS A LOT OF 
[000:56:29;03] MURDERS.
[000:56:30;02] HARD TO BELIEVE 500 IS LIKE 
[000:56:32;04] SUPPOSED TO BE GOOD.
[000:56:33;04] BUT WE WENT FROM 2200 TO 500 
[000:56:36;09] AND IT WAS CONTINUED ON BY 
[000:56:38;08] MAYOR BLOOMBERG AND IT WAS 
[000:56:40;06] TERMINATED BY THE CURRENT MAYOR
[000:56:42;08] BUT STOP AND FRISK HAD A 
[000:56:43;09] TREMENDOUS IMPACT ON THE SAFETY
[000:56:44;14] OF NEW YORK CITY, TREMENDOUS 
[000:56:46;11] BEYOND BELIEF.
[000:56:46;26] SO WHEN YOU SAY IT HAS NO 
[000:56:48;08] IMPACT, IT REALLY DID.
[000:56:50;08] IT HAD A REALLY BIG IMPACT. 
[000:56:52;12] HILLARY CLINTON: WELL, IT'S 
[000:56:53;04] ALSO FAIR TO SAY IF WE'RE GOING
[000:56:54;16] TO TALK ABOUT MAYORS THAT UNDER
[000:56:56;17] THE CURRENT MAYOR CRIME HAS 
[000:56:58;15] CONTINUED TO DROP, INCLUDING 
[000:57:00;11] MURDERS. 
[000:57:00;24] DONALD TRUMP: YOU'RE WRONG. 
[000:57:01;17] HILLARY CLINTON: NO, I'M NOT. 
[000:57:02;15] DONALD TRUMP: MURDERS ARE UP.
[000:57:03;14] ALL RIGHT, YOU CHECK IT.
[000:57:04;14] HILLARY CLINTON: NEW YORK HAS 
[000:57:05;15] DONE AN EXCELLENT JOB, AND I 
[000:57:06;20] GIVE CREDIT.
[000:57:07;16] I GIVE CREDIT ACROSS THE BOARD 
[000:57:10;14] GOING BACK TWO MAYORS, TWO 
[000:57:15;15] -- TO POLICE CHIEFS AND IT HAS
[000:57:17;16] WORKED BECAUSE OTHER 
[000:57:18;15] COMMUNITIES NEED TO COME 
[000:57:19;19] TOGETHER TO DO WHAT WILL WORK 
[000:57:20;22] AS WELL.
[000:57:21;14] ONE MURDER IS TOO MANY.
[000:57:23;13] BUT IT IS IMPORTANT THAT WE 
[000:57:25;16] LEARN ABOUT WHAT HAS BEEN 
[000:57:28;14] EFFECTIVE AND NOT GO TO THINGS 
[000:57:30;16] THAT SOUND GOOD THAT REALLY DID
[000:57:31;20] NOT HAVE THE KIND OF IMPACT 
[000:57:33;17] THAT WE WOULD WANT.
[000:57:35;20] WHO DISAGREES WITH KEEPING 
[000:57:38;20] NEIGHBORHOODS SAFE? 
[000:57:39;18] BUT LET'S ALSO ADD, NO ONE 
[000:57:41;23] SHOULD DISAGREE ABOUT 
[000:57:43;21] RESPECTING THE RIGHTS OF YOUNG 
[000:57:45;28] MEN WHO LIVE IN THOSE 
[000:57:48;22] NEIGHBORHOODS.
[000:57:51;21] AND SO WE NEED TO DO A BETTER 
[000:57:53;28] JOB AGAIN OF WORKING WITH THE 
[000:57:56;28] COMMUNITIES, FACE COMMUNITIES, 
[000:57:59;03] BUSINESS COMMUNITIES, AS WELL 
[000:58:00;07] AS POLICE TO DEAL WITH THIS 
[000:58:02;01] PROBLEM. 
[000:58:02;14] LESTER HOLT:  THIS ISSUE IS 
[000:58:03;06] ABOUT RACE.
[000:58:03;26] SO MR. TRUMP. 
[000:58:05;03] DONALD TRUMP: MAY I RESPOND? 
[000:58:08;04] LESTER HOLT:  PLEASE RESPOND 
[000:58:08;27] AND THEN I HAVE A FOLLOW-UP. 
[000:58:11;08] DONALD TRUMP: THE 
[000:58:11;25] AFRICAN-AMERICAN COMMUNITY HAS 
[000:58:12;19] BEEN LET DOWN BY OUR 
[000:58:13;08] POLITICIANS.
[000:58:14;01] THEY TALK GOOD AROUND ELECTION 
[000:58:15;11] TIME LIKE RIGHT NOW AND AFTER 
[000:58:17;04] THE ELECTION, THEY SAID, SEE 
[000:58:18;08] YOU LATER.
[000:58:19;06] I'LL SEE YOU IN FOUR YEARS.
[000:58:22;03] THE AFRICAN-AMERICAN 
[000:58:23;06] COMMUNITY -- LOOK, THE 
[000:58:24;09] COMMUNITY WITHIN THE INNER 
[000:58:26;07] CITIES HAS BEEN SO BADLY 
[000:58:29;04] TREATED, THEY'VE BEEN ABUSED 
[000:58:30;08] AND USED IN ORDER TO GET VOTES 
[000:58:33;05] BY DEMOCRAT POLITICIANS BECAUSE
[000:58:35;15] THAT'S WHAT IT IS.
[000:58:36;05] THEY'VE CONTROLLED THESE 
[000:58:36;26] COMMUNITIES FOR UP TO 100 
[000:58:38;06] YEARS. 
[000:58:38;18] LESTER HOLT:  MR. TRUMP. 
[000:58:40;10] DONALD TRUMP: IT'S BROKEN.
[000:58:41;08] AND I WILL TELL YOU, YOU LOOK 
[000:58:43;09] AT THE INNER CITIES, AND I JUST
[000:58:45;08] LEFT DETROIT AND I JUST LEFT 
[000:58:46;19] PHILADELPHIA.
[000:58:47;08] YOU'VE SEEN ME.
[000:58:47;24] I'VE BEEN ALL OVER THE PLACE.
[000:58:49;15] YOU DECIDED TO STAY HOME, AND 
[000:58:51;15] THAT'S OKAY.
[000:58:52;08] [LAUGHTER] 
[000:58:52;22] DONALD TRUMP: BUT I WILL TELL 
[000:58:53;16] YOU, I'VE BEEN ALL OVER AND 
[000:58:55;11] I'VE MET SOME OF THE GREATEST 
[000:58:57;21] PEOPLE I'LL EVER MEET WITHIN 
[000:58:58;15] THESE COMMUNITIES AND THEY ARE 
[000:58:59;22] VERY VERY UPSET WITH WHAT 
[000:59:01;14] THEIR POLITICIANS HAVE TOLD 
[000:59:02;21] THEM AND WHAT THEIR POLITICIANS
[000:59:04;16] HAVE DONE. 
[000:59:06;15] HILLARY CLINTON: I THINK 
[000:59:07;12] THAT -- I THINK DONALD JUST 
[000:59:09;12] CRITICIZED ME FOR PREPARING FOR
[000:59:10;13] THIS DEBATE.
[000:59:12;17] AND, YES, I DID.
[000:59:13;17] AND YOU KNOW WHAT ELSE I 
[000:59:15;19] PREPARED FOR? 
[000:59:18;14] I'VE PREPARED TO BE PRESIDENT, 
[000:59:20;15] AND I THINK THAT'S A GOOD 
[000:59:21;22] THING.
[000:59:22;03] [APPLAUSE]. 
[000:59:22;17] LESTER HOLT:  MR. TRUMP FOR 
[000:59:23;10] FIVE YEARS YOU'VE PERPETUATED 
[000:59:25;22] A FALSE CLAIM THAT THE 
[000:59:27;18] PRESIDENT'S FIRST BLACK 
[000:59:28;20] PRESIDENT WAS NOT A NATURAL 
[000:59:30;19] BORN CITIZEN.
